Timestamp,Ref,Class,Order,Family,Subfamily,Tribe,Genera,Species,LifeStage,Method,Number_caught
2024/02/06 16:40,H15L01,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,6
2024/02/06 16:42,H15L02,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,1
2024/02/06 16:43,H15L05,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,2
2024/02/06 16:46,H15L08,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,3
2024/02/06 16:50,H15L07,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis,Unidentified,Adult,Pitfall,1
2024/02/06 16:50,H15L07,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,3
2024/02/06 16:52,H15L06,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,1
2024/02/06 17:15,Q17L02,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis,Unidentified,Adult,Pitfall,1
2024/02/06 17:15,Q17L02,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,2
2024/02/06 17:34,Q17L01,Insecta,Hymenoptera,Formicidae,Formicinae,Camponotini,Camponotus,fulvopilosus,Adult,Pitfall,1
2024/02/06 17:37,Q17L05,Insecta,Coleoptera,Curculionidae,Unidentified,Unidentified,Unidentified,sp.3,Adult,Pitfall,1
2024/02/06 17:39,Q17L08,Insecta,Coleoptera,Carabidae,Lebiinae,Graphipterini,Graphipterus,amabilis,Adult,Pitfall,1
2024/02/06 17:39,Q17L08,Arachnida,Unidentified,Unidentified,Unidentified,Unidentified,Unidentified,Unidentified,Adult,Pitfall,1
2024/02/06 17:39,Q17L08,Insecta,Coleoptera,Carabidae,Lebiinae,Graphipterini,Graphipterus,Unidentified,Adult,Pitfall,1
2024/02/06 17:40,Q17L10,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis,Unidentified,Adult,Pitfall,1
2024/02/06 17:40,Q17L10,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,3
2024/02/06 17:44,Q17L06,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis (Heliophosis),subcordata,Adult,Pitfall,1
2024/02/06 17:47,Q17L03,Insecta,Hemiptera,Pentatomidae,Pentatominae,Unidentified,Unidentified,Unidentified,Nymph,Pitfall,1
2024/02/06 17:47,Q17L03,Insecta,Hemiptera,Unidentified,Unidentified,Unidentified,Unidentified,Unidentified,Adult,Pitfall,1
2024/02/06 17:47,Q17L03,Insecta,Hymenoptera,Formicidae,Formicinae,Plagiolepidini,Lepisiota,capensis,Adult,Pitfall,1
2024/02/06 17:47,Q17L03,Arachnida,Araneae,Ammoxenidae,Unidentified,Unidentified,Ammoxenus,coccineus,Imm.,Pitfall,1
2024/02/06 18:07,P15L01,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis,Unidentified,Adult,Pitfall,4
2024/02/06 18:07,P15L01,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,4
2024/02/06 18:07,P15L01,Insecta,Neuroptera,Myrmeleontidae,Unidentified,Unidentified,Unidentified,Unidentified,Larva,Pitfall,1
2024/02/06 18:09,P15L02,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,1
2024/02/06 18:11,P15L05,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,10
2024/02/06 18:13,P15L08,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,3
2024/02/06 18:13,K18L04,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,2
2024/02/06 18:16,P15L09,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,5
2024/02/06 18:18,P15L07,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,9
2024/02/06 18:18,P15L07,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis,Unidentified,Adult,Pitfall,1
2024/02/06 18:19,P15L06,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,2
2024/02/06 18:20,P15L04,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,7
2024/02/06 18:22,P15L03,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,6
2024/02/06 18:49,H15L09,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,1
2024/02/06 18:54,H15L04,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis,Unidentified,Adult,Pitfall,1
2024/02/06 18:54,H15L04,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,5
2024/02/06 18:54,D15L01,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,9
2024/02/06 18:54,D15L01,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis,Unidentified,Adult,Pitfall,3
2024/02/06 18:55,H15L03,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,1
2024/02/06 18:55,H15L03,Insecta,Zygentoma,Lepismatidae,Ctenolepismatinae,Ctenolepismini,Ctenolepisma,sp.1,Adult,Pitfall,1
2024/02/06 18:55,D15L02,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,4
2024/02/06 18:59,D15L08,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,5
2024/02/06 18:59,D15L08,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,2
2024/02/06 19:02,D15L10,Insecta,Coleoptera,Curculionidae,Entiminae,Tropiphorini,Spartecerus,sp.1,Adult,Pitfall,1
2024/02/06 19:02,D15L10,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis,Unidentified,Adult,Pitfall,1
2024/02/06 19:02,D15L10,Insecta,Coleoptera,Curculionidae,Entiminae,Tropiphorini,Spartecerus,sp.1,Adult,Pitfall,1
2024/02/06 19:03,D15L09,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis,Unidentified,Adult,Pitfall,2
2024/02/06 19:03,D15L09,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,2
2024/02/06 19:04,D15L07,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis,Unidentified,Adult,Pitfall,1
2024/02/06 19:04,D15L07,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,8
2024/02/06 19:07,D15L04,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis,Unidentified,Adult,Pitfall,1
2024/02/06 19:07,D15L04,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis,Unidentified,Adult,Pitfall,2
2024/02/06 19:07,D15L04,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,1
2024/02/06 20:00,K18L01,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis,Unidentified,Adult,Pitfall,1
2024/02/06 20:00,K18L01,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,6
2024/02/06 20:02,K18L02,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,3
2024/02/06 20:02,K18L02,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis,Unidentified,Adult,Pitfall,1
2024/02/06 20:05,K18L08,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,1
2024/02/06 20:07,K18L10,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis,Unidentified,Adult,Pitfall,3
2024/02/06 20:07,K18L10,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,1
2024/02/06 20:08,K18L08,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,5
2024/02/06 20:10,K18L07,Insecta,Hymenoptera,Mutillidae,Unidentified,Unidentified,Unidentified,Unidentified,Adult,Pitfall,1
2024/02/06 20:10,K18L07,Insecta,Hymenoptera,Formicidae,Myrmicinae,Stenammini,Messor,Unidentified,Adult,Pitfall,7
2024/02/06 20:10,K18L07,Insecta,Hymenoptera,Mutillidae,Unidentified,Unidentified,Unidentified,Unidentified,Adult,Pitfall,1
2024/02/06 20:10,K18L07,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,8
2024/02/06 20:11,K18L06,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis,Unidentified,Adult,Pitfall,2
2024/02/06 20:11,K18L06,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,3
2024/02/06 20:12,K18L04,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,7
2024/02/06 20:12,K18L04,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,2
2024/02/06 20:13,K18L03,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Crematogaster,melanogaster,Adult,Pitfall,1
2024/02/06 20:13,K18L03,Insecta,Hymenoptera,Formicidae,Myrmicinae,Stenammini,Messor,Unidentified,Adult,Pitfall,1
2024/02/06 20:13,K18L03,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,1
2024/02/06 20:40,H15L05,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis,Unidentified,Adult,Pitfall,2
2024/02/06 20:41,H15L01,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,1
2024/02/06 20:42,H15L02,Arachnida,Araneae,Ammoxenidae,Unidentified,Unidentified,Ammoxenus,coccineus,Adult,Pitfall,1
2024/02/06 20:42,H15L02,Arachnida,Araneae,Ammoxenidae,Unidentified,Unidentified,Ammoxenus,coccineus,Adult,Pitfall,1
2024/02/06 20:42,H15L02,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,2
2024/02/06 20:42,H15L02,Insecta,Hymenoptera,Formicidae,Formicinae,Camponotini,Camponotus,maculatus,Adult,Pitfall,1
2024/02/06 20:42,H15L01,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,1
2024/02/06 20:42,H15L01,Insecta,Hymenoptera,Formicidae,Formicinae,Plagiolepidini,Anoplolepis,steingroeveri,Adult,Pitfall,2
2024/02/06 20:46,H15L08,Insecta,Coleoptera,Curculionidae,Unidentified,Unidentified,Unidentified,sp. 2,Adult,Pitfall,1
2024/02/06 20:46,H15L08,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis,Unidentified,Adult,Pitfall,2
2024/02/06 20:46,H15L08,Insecta,Coleoptera,Curculionidae,Entiminae,Tropiphorini,Spartecerus,sp.1,Adult,Pitfall,1
2024/02/06 20:46,H15L08,Insecta,Hymenoptera,Mutillidae,Unidentified,Unidentified,Unidentified,Unidentified,Adult,Pitfall,2
2024/02/06 20:47,H15L10,Insecta,Coleoptera,Chrysomelidae,Bruchinae,Unidentified,Unidentified,Unidentified,Adult,Pitfall,1
2024/02/06 20:49,H15L09,Insecta,Hymenoptera,Formicidae,Formicinae,Camponotini,Camponotus,fulvopilosus,Adult,Pitfall,1
2024/02/06 20:50,H15L07,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis (Dignathosis),arcana,Adult,Pitfall,2
2024/02/06 20:50,H15L07,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,1
2024/02/06 20:53,H15L04,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,4
2024/02/06 20:55,H15L03,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis,Unidentified,Adult,Pitfall,1
2024/02/06 21:35,Q17L01,Insecta,Coleoptera,Curculionidae,Unidentified,Unidentified,Unidentified,sp. 8,Adult,Pitfall,1
2024/02/06 21:35,Q17L01,Insecta,Coleoptera,Carabidae,Lebiinae,Graphipterini,Graphipterus,andersoni,Adult,Pitfall,1
2024/02/06 21:35,Q17L01,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis (Heliophosis),subcordata,Adult,Pitfall,2
2024/02/06 21:35,Q17L01,Insecta,Hymenoptera,Formicidae,Formicinae,Camponotini,Camponotus,fulvopilosus,Adult,Pitfall,1
2024/02/06 21:36,Q17L02,Insecta,Hymenoptera,Formicidae,Formicinae,Camponotini,Camponotus,fulvopilosus,Adult,Pitfall,1
2024/02/06 21:36,Q17L02,Insecta,Hymenoptera,Formicidae,Formicinae,Camponotini,Camponotus,fulvopilosus,Adult,Pitfall,1
2024/02/06 21:38,Q17L05,Insecta,Coleoptera,Carabidae,Lebiinae,Graphipterini,Graphipterus,Unidentified,Adult,Pitfall,1
2024/02/06 21:38,Q17L05,Insecta,Hymenoptera,Formicidae,Formicinae,Camponotini,Camponotus,fulvopilosus,Adult,Pitfall,1
2024/02/06 21:38,Q17L05,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis,Unidentified,Adult,Pitfall,3
2024/02/06 21:40,Q17L08,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis,Unidentified,Adult,Pitfall,1
2024/02/06 21:40,Q17L08,Insecta,Hymenoptera,Formicidae,Formicinae,Camponotini,Camponotus,maculatus,Adult,Pitfall,1
2024/02/06 21:44,Q17L07,Insecta,Hymenoptera,Formicidae,Formicinae,Camponotini,Camponotus,maculatus,Adult,Pitfall,1
2024/02/06 21:46,Q17L08,Insecta,Hymenoptera,Formicidae,Formicinae,Camponotini,Camponotus,maculatus,Adult,Pitfall,1
2024/02/06 21:47,Q17L04,Insecta,Hymenoptera,Formicidae,Formicinae,Camponotini,Camponotus,maculatus,Adult,Pitfall,1
2024/02/06 21:48,Q17L03,Insecta,Hymenoptera,Formicidae,Formicinae,Camponotini,Camponotus,maculatus,Adult,Pitfall,1
2024/02/06 21:48,Q17L03,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis,Unidentified,Adult,Pitfall,1
